038f06bebe61b52c6be90156251e7a5f56538ef8	1
74b3f68eaae32d81abab04b20a088199e8dafd4d	9
ba916c8a788f20af26eb4f41288391e5d4c17ba3	6
35937dab1047a75ca8fd01f238355f2bdbbd7b46	9
c4a1300ac7c542c6bc712fe38f4020802f2b2a1f	7
eb3b80df366cd3d53403058a919c1d371e7b9f4e	5
a419c62e3a0feb630776b31e71b521a26c0d0880	3
5c69a1c6ff6d8df37fc19a1984c7b3323205a536	2
290b7a3861fad774d69f7bd9499f9402907facae	9
d22bfc0527d168acfea53307587723c31fdf38ab	2
5b39f0146aa80c7d08e2dca7f05f7ee076c069bd	4
ead96e23ff0e2df00a88b98234d8052f38deb5f4	1
ef5080eb2cbf9a18e42cdb522e7cdc6a8c72f4d1	8
e6c4eb41e6e294f4a6ddee33fef33c3bbf12cb24	9
9165d5ba9d3ce7a7d0466647540afc44e6f5928c	6
048d879818142398c8ec54bf83c515fdb18c8ef7	2
0e775209e2afd19eb813cdb1c2bb590f9ace4fe0	5
5ab8b7fa30340163f9e199d73b71d701cf02670d	7
c5faca4fe32810f2b94973922981556cd1df4642	5
5731d9be1e5acf74e48d72e7da46991f5fe85b25	7
5601117f489721f95ba7b8556b2fefe367157305	6
b9dc8da2d1f0be855dcd89f5d6b2176771b994a7	9
0257f677a126f9b75c46a4c3867f190e812be648	8
b8cb4d5944b2d6310068a16a16807cd7b05ff119	4
aa7862880659c1b26aa28b549f08e33f2145eeb0	7
bed8a806f7c4db4e1eba63d74953e88314c583d9	3
36ee195d03c3516fa449ab44544e9422eb73102b	8
1d7af73d0c335fad4fd9cbe6ae5043ae8bdb43de	9
19cd57c2128e90d8eb656cdf9a41e1f5d761ed14	9
305b3c7546bb960d3b929719a21696015e4cc847	1
2142b52f7757a139bee56868c71b5af574025f69	2
88bc593941c998a527b963945f95fe1b07f0f35e	6
c47bf8be665f395da7a052a3f8bf343d03315dde	9
dc078f7f50700a1e87c5c31c535040e7339aa000	9
85b59312a7dda2aa762cbbe83226681d2eece960	5
001a905c3560bd3b640bb2e0464158ff509b7efe	0
ede1bd11cc84e55598fd27247f532059abbca93a	8
f08a53827e456e8878551ee38d1f7b06b6c246e3	9
05c254b10e388195ff4d18d48626b5b83727d22b	4
ded4db2c6be5811144c682c63fae62638515f8ce	5
08085e064a7a5b6bc395dc83f237202851d5b163	8
6185ebb60457e8f3bce6f0eb6316c4a86a25ef8f	7
597a322ca5a816732deb7d4cd80958d2cb15f5cd	7
0252b63d84e66db4db1afd69194f8683faf86a4c	0
0011dd67ff83018a821600790aea75e96369889a	0
5a8728ecda0ee8c9db56af72347858945d1e7fe0	1
87d797ccbf3b2f8d06d0f006046e1f10e54e2f66	4
96480402d6ac4ad4a4e411a012343c827731f149	9
0102890707f69380e00abba06f5281bebd3c19ac	0
a998cd0130ec78e389622b65a00268e8916d1833	4
747a8406ff2ac4e0becef61a992f34a5106aaadc	5
db19aaf90d7b5dc02d1834959ed4e077ecbde9dd	6
281af9b3f887a036bdb4b897b02b64db76c55ccc	9
0008519adcc437bceb6ecdfceb89f396269233b3	0
a04f719f4235c09f36e0f435820116f1a88da4de	1
4816bf65b25cfd4ca2f36dfc877cfe2d7c5ba5ae	3
4915a3113d7f4698de0e09a59c756af9cc683b02	7
0a1338a18eeb6cb30af93ed2c82b8a4da3103544	6
f5dd8c1a5aa04b58538e10ff9aff8ace419d0aa1	3
818d2ea2f66af4d8cdb15ac83267ba6498e2ced6	8
0438900c8d4e8d17f6c2b7fa57ae380f7887c042	6
89367a772e02af1094fcf18fef9268e6d96f3804	7
47bb7bdd62370dcd9f779d367624905e467c6177	3
7d244371d42f33c92d960c1a4c05499602e81085	3
02d8966ba01c3de0c23f78cd07ce6b592d9a5a43	8
756b6821f318d583cc1b16e1ce0d7752b74ac788	2
0972052f55a13dbee48c1f2755c59f6c2d8c9d20	6
88a0afb33da2dda01ca6d3e9bebd99821afecd2c	9
ecb97aa0088d0de34420e9355d36493a090ce15d	2
a285131539032d737afcf5d4c51a16dc593af38e	6
0d34c7fcbe3be031ab757f62f48b5f01541cfd5d	1
